Latitude,Longitude,MedInc
33.53,-117.73,7.8915
32.84,-116.76,3.1196
33.93,-117.45,3.2731
34.11,-117.64,2.5868
33.91,-117.49,3.2857
37.66,-122.45,5.3446
33.91,-117.87,4.2188
37.98,-121.29,2.625
34.07,-117.63,3.4432
38.37,-122.85,4.4437
39.28,-123.22,3.1455
32.63,-117.07,3.7583
38.12,-122.32,5.3785
38.69,-121.37,3.2361
34.08,-118.34,3.1078
38.57,-122.26,2.1979
40.52,-121.92,2.2993
33.97,-118.24,2.5536
33.97,-118.39,5.1333
37.6,-122.08,3.9022
34.35,-119.05,2.2443
34.1,-118.19,4.239
34.02,-118.66,8.7364
33.88,-118.14,4.3646
37.71,-122.08,4.8237
32.63,-117.07,3.5583
33.75,-118.42,8.2831
33.9,-118.08,3.5580000000000003
34.39,-118.55,6.8419
33.77,-117.86,4.6111
36.63,-121.62,3.6286
37.75,-121.44,3.4821
38.73,-120.84,2.8807
34.58,-118.1,3.275
39.64,-121.8,2.8306
37.78,-122.44,3.875
37.4,-122.09,3.6742
33.98,-118.09,3.5
38.48,-122.48,4.6379
33.91,-118.15,2.9643
39.75,-122.18,1.6948
34.13,-118.1,9.7912
33.96,-118.45,6.3267
34.27,-118.67,4.9946
33.9,-118.13,3.625
37.46,-121.91,5.6062
33.8,-117.83,3.8681
34.07,-118.38,3.5573
38.01,-121.36,4.5278
36.86,-119.78,4.2071
33.81,-117.95,4.025
33.92,-117.87,6.3303
37.61,-121.09,3.8864
33.88,-118.17,3.0052
39.5,-121.55,1.0585
34.37,-117.63,3.7252
32.84,-117.28,3.7596
34.35,-119.06,2.0682
34.02,-117.05,2.5980000000000003
37.11,-120.27,2.6694
33.69,-118.01,11.5199
34.86,-120.4,2.0508
37.72,-122.47,3.0
37.74,-122.43,3.8846
32.8,-117.25,3.3274
34.11,-118.32,2.3974
34.02,-118.42,3.6488
33.94,-118.18,3.4688
34.27,-118.33,3.1349
33.62,-114.6,2.6797
32.73,-117.08,3.6974
33.93,-118.24,2.75
33.99,-116.99,4.7356
33.99,-118.36,4.6406
37.74,-121.93,6.8806
37.68,-121.76,3.1856
37.73,-122.42,4.5769
33.73,-117.89,4.0769
33.74,-117.9,2.2105
34.86,-120.43,4.3125
33.97,-118.3,2.0673
37.72,-122.13,6.5095
37.73,-122.44,3.8304
33.78,-117.86,3.125
34.0,-118.28,1.432
37.68,-122.12,4.0417
34.55,-118.08,4.5237
32.75,-117.19,8.1548
33.82,-118.32,7.0935
33.81,-118.12,5.0447
37.88,-121.27,1.6458
34.05,-118.15,3.8472
37.74,-122.17,2.4028
33.96,-118.09,3.425
34.25,-116.88,4.9643
33.87,-118.35,5.5
37.79,-122.22,3.9048
40.11,-122.17,1.7708
32.6,-117.04,4.2241
34.06,-117.75,0.4999
37.94,-122.36,3.0862
37.77,-122.42,2.0548
34.26,-118.59,7.167000000000001
34.13,-117.21,3.3445
37.97,-122.0,5.1021
33.61,-117.71,2.6848
35.37,-118.94,2.0643
36.58,-119.62,2.6858
34.07,-118.11,5.2719
34.03,-118.33,1.6429
37.85,-122.62,6.8198
37.63,-122.45,5.747999999999999
37.79,-122.5,15.0001
40.29,-121.14,1.6875
34.09,-118.08,2.9196
39.1,-123.34,3.0652
37.94,-121.24,2.8705
38.66,-121.36,2.7955
33.12,-117.03,5.4663
32.69,-117.06,4.4375
33.7,-117.15,3.1319
37.85,-122.26,3.075
38.63,-121.45,1.4397
37.62,-122.08,2.6875
33.75,-117.84,4.0214
34.26,-119.02,3.7974
33.78,-118.1,5.7389
38.29,-122.26,6.5799
37.88,-122.26,4.2788
37.8,-122.39,4.5581
34.23,-118.96,3.9699
36.59,-121.91,6.2323
34.31,-118.44,4.0301
37.37,-122.03,3.5861
37.64,-121.05,3.3516
37.71,-122.15,4.0208
38.42,-122.84,2.9625
32.68,-117.09,2.8089
33.82,-117.88,6.0488
37.37,-121.81,7.2861
37.54,-122.02,3.535
32.78,-115.57,5.127999999999999
37.31,-120.44,3.0515
39.0,-121.3,4.0282
34.53,-117.33,3.0943
37.77,-121.48,5.0176
34.4,-116.94,2.1339
38.36,-121.82,3.3036
34.28,-119.16,4.0
34.14,-118.46,8.8115
37.95,-122.06,4.7386
33.94,-118.1,6.1814
33.76,-118.23,5.0
33.8,-118.18,1.7689
34.13,-117.98,3.6806
34.14,-118.24,2.462
34.22,-118.38,2.375
34.2,-118.14,5.0953
37.76,-122.41,3.4028
32.57,-117.06,3.0284
33.76,-117.89,4.8
38.53,-121.52,3.5737
40.76,-122.89,2.3958
33.94,-118.27,2.0789
32.67,-116.89,6.2578
39.82,-121.59,2.3507
37.3,-122.01,8.0837
33.9,-117.8,7.8537
36.31,-119.64,1.5909
34.58,-117.4,1.4196
34.18,-118.92,6.3522
32.72,-117.14,2.1199
33.73,-118.11,5.0476
37.56,-122.31,3.9688
34.2,-118.33,4.3631
34.08,-118.32,3.125
37.74,-122.49,5.6826
37.94,-122.35,2.8967
40.78,-124.18,2.5536
32.97,-115.53,2.4063
38.37,-120.87,2.8125
38.8,-123.01,3.5156
37.76,-121.93,10.3345
37.32,-121.9,3.7738
37.77,-122.24,2.3882
35.78,-119.25,2.2981
34.43,-119.69,4.149
38.33,-122.7,3.6369
34.08,-118.16,3.2031
33.91,-118.23,2.5893
34.12,-117.27,1.7235
37.25,-121.82,5.8305
37.77,-122.41,3.2292
37.76,-121.44,5.0443
38.0,-122.04,3.2484
33.2,-117.23,4.8929
34.17,-119.23,3.6875
37.24,-122.02,10.6834
37.66,-122.43,4.5493
32.7,-117.13,1.4632
34.05,-118.27,1.8304
37.9,-122.56,5.1292
33.21,-117.26,3.0197
33.87,-118.19,2.5417
33.96,-118.24,2.5729
36.33,-119.34,4.1812
33.69,-117.53,10.9704
38.29,-120.27,3.3542
34.19,-118.4,3.6007
34.02,-118.4,4.6932
38.69,-121.3,4.0739
33.88,-117.79,6.0829
38.2,-122.66,4.3056
32.79,-116.96,2.6087
39.25,-121.02,2.2278
38.1,-121.28,2.5556
37.66,-122.41,4.6103
34.14,-117.46,0.8926
37.66,-122.41,3.8438
34.16,-118.78,8.0137
33.72,-117.86,3.4130000000000003
37.27,-121.84,4.2083
37.84,-122.28,1.6424
36.98,-122.01,2.589
36.87,-121.77,3.3472
33.63,-116.2,2.5
37.76,-122.16,4.6696
37.34,-120.3,2.4286
36.41,-119.69,2.2885
34.96,-120.57,2.5809
37.5,-121.21,3.0
40.61,-122.38,1.7227
38.7,-121.3,3.235
33.9,-118.34,4.1776
33.74,-118.31,4.3472
34.06,-118.12,2.5321
37.79,-122.45,10.7097
38.66,-122.7,3.9063
34.21,-118.39,3.6845
34.11,-118.29,5.296
37.68,-121.89,6.3373
34.11,-118.08,3.9464
37.83,-122.24,5.956
34.09,-118.14,2.85
34.11,-118.29,2.3789
33.83,-118.3,3.1851
37.73,-122.18,2.5192
34.05,-118.35,2.6781
39.09,-122.83,1.4679
36.7,-119.57,2.6823
33.96,-118.39,3.625
40.78,-124.16,2.5417
40.56,-122.36,2.0258
37.61,-120.97,1.871
33.8,-117.85,3.825
37.24,-121.92,6.3663
33.72,-117.91,4.5607
36.76,-119.87,2.875
34.01,-118.24,1.7813
33.95,-118.26,1.2969
38.15,-120.46,2.3816
37.78,-122.47,3.1392
37.36,-121.95,2.7727
34.58,-117.41,1.6838
35.05,-118.0,3.4015
37.81,-122.29,0.8026
36.77,-121.7,3.0347
34.89,-117.05,3.7065
34.17,-118.43,3.4449
39.15,-121.6,1.5208
38.27,-121.99,3.1979
36.32,-119.3,3.3875
33.72,-117.87,3.5902
37.7,-122.07,3.0
34.52,-118.35,5.9171
34.05,-118.23,2.5313
37.53,-122.01,6.0667
37.02,-121.83,2.9559
32.77,-117.11,2.5952
37.42,-121.82,6.1091
37.75,-122.42,2.7173
37.97,-122.51,3.2462
37.66,-122.41,3.2833
37.96,-121.18,2.5625
37.76,-121.96,9.7037
34.03,-118.28,1.8539
33.87,-117.96,4.7984
34.07,-117.9,5.8519
32.75,-117.18,2.7222
34.03,-118.2,2.7266
37.94,-122.36,0.9687
38.41,-121.32,5.8239
39.68,-121.84,3.5375
33.97,-118.4,7.5953
38.73,-120.91,4.835
33.16,-117.18,3.1793
36.3,-119.13,2.7321
37.48,-121.12,3.2396
37.69,-122.16,4.3971
33.61,-117.92,5.3369
34.09,-118.16,3.1204
37.96,-122.1,4.3571
34.01,-117.69,2.3
33.66,-117.81,10.0757
37.67,-122.07,3.2417
38.4,-122.73,2.975
34.17,-118.4,3.4013
35.33,-119.09,4.997
34.14,-118.09,5.3377
33.98,-117.49,4.8371
36.33,-119.64,1.4524
33.11,-117.07,3.0054
33.7,-116.22,3.2833
38.51,-122.48,3.1312
33.75,-116.71,3.0625
37.95,-122.35,3.0737
40.14,-122.12,2.5197
37.47,-122.21,2.92
33.73,-117.86,3.7202
33.85,-117.99,4.9777
35.16,-119.45,2.3912
33.7,-116.2,2.2989
34.03,-118.42,3.3542
33.9,-118.13,3.4868
33.83,-117.91,3.6607
33.93,-117.96,4.7446
34.07,-118.11,3.3088
32.81,-117.11,2.5953
33.93,-118.26,1.5256
34.07,-118.31,2.2364
37.3,-121.8,4.8173
34.07,-117.32,2.1125
38.39,-121.36,5.2447
37.62,-122.4,3.1058
33.84,-118.37,5.3773
32.95,-117.26,4.4375
32.85,-117.21,4.2065
38.56,-121.47,3.125
33.82,-118.1,5.2713
33.86,-118.2,2.6465
34.1,-118.31,1.6903
32.77,-117.15,2.9576
33.61,-114.59,2.1782
33.55,-117.77,6.7861
34.08,-118.1,2.6884
33.8,-118.2,2.8988
33.94,-117.94,5.1084
37.64,-121.97,6.0574
34.08,-117.92,3.8705
38.68,-121.46,2.8333
33.81,-118.13,4.7845
34.06,-118.11,2.9764
34.09,-117.48,3.1838
34.07,-118.25,2.0
33.78,-117.11,4.1875
34.06,-118.14,3.3906
33.97,-118.03,4.65
34.05,-118.28,1.6037
39.2,-123.21,2.2926
34.1,-118.28,2.7875
33.98,-118.25,1.7378
37.38,-120.72,2.2813
35.36,-119.01,1.2157
32.75,-117.1,1.7446
36.62,-121.91,3.3333
39.4,-123.35,1.85
33.83,-118.31,2.775
37.3,-121.94,6.622999999999999
40.63,-122.34,3.6853
34.11,-118.37,8.5842
32.84,-116.9,4.0873
34.2,-118.37,2.9861
36.71,-119.83,2.4167
36.48,-119.44,1.1728
38.13,-121.27,1.9238
38.54,-121.44,2.5694
37.77,-122.44,4.4085
33.67,-118.31,5.3074
38.46,-121.35,4.3879
32.67,-117.09,2.052
36.78,-119.77,2.5434
33.79,-118.37,8.2064
32.85,-115.59,4.875
34.02,-118.1,4.9107
33.94,-117.96,4.8906
33.02,-116.86,4.6518
37.32,-121.84,3.6953
36.67,-121.62,2.8942
37.48,-122.24,6.2154
33.76,-117.88,1.7823
34.06,-117.4,3.9191
34.06,-118.12,2.2261
33.46,-117.63,6.3401
37.62,-122.04,3.8125
34.06,-118.43,5.1999
32.8,-117.24,2.2880000000000003
37.77,-122.19,2.0469
36.76,-119.83,1.976
36.79,-121.74,4.3814
37.32,-121.98,4.2531
37.33,-121.78,6.68
33.93,-118.15,4.6583
37.55,-121.97,3.168
38.26,-119.3,2.9509
37.94,-122.37,1.0521
32.71,-117.13,1.5474
35.29,-120.67,3.0833
33.87,-117.94,3.9375
34.32,-118.41,5.2987
34.06,-118.45,9.337
34.2,-118.53,3.225
37.11,-122.09,3.6474
33.23,-117.33,2.5872
32.75,-117.01,4.3088
33.78,-118.17,1.7393
37.54,-120.72,4.2188
33.85,-118.12,4.6908
41.43,-122.38,1.6509
33.68,-117.78,6.115
33.73,-116.23,2.8648
33.98,-116.5,4.0417
33.82,-116.39,2.7219
33.07,-117.12,3.6389
37.68,-121.04,2.3783
37.96,-121.32,2.0398
33.84,-118.08,4.8448
37.96,-121.99,5.5872
37.29,-120.51,1.7679
37.86,-122.29,1.9946
33.65,-117.69,6.1062
32.73,-115.52,2.3571
34.02,-118.43,3.9091
33.23,-117.14,3.1272
40.12,-121.78,6.1359
38.28,-122.45,5.7984
33.2,-117.2,5.542999999999999
38.6,-121.37,5.8336
38.61,-121.44,1.0467
33.8,-116.48,3.6667
38.49,-121.4,3.5968
34.05,-117.73,2.0734
33.87,-117.57,5.1929
32.79,-115.58,1.6635
34.07,-118.27,2.3438
38.65,-121.21,5.6529
38.55,-121.36,2.8021
36.78,-119.81,3.625
38.87,-121.69,2.6597
34.07,-118.35,4.89
33.91,-118.16,2.9643
36.97,-120.07,1.5662
37.26,-121.85,6.8194
37.76,-122.46,6.1636
37.41,-121.86,6.5004
34.59,-117.37,2.3832
33.94,-117.93,4.225
34.17,-118.05,5.0482
37.52,-120.8,3.9286
37.33,-121.96,4.0667
34.22,-118.51,4.3462
39.75,-121.82,3.2016
37.98,-122.52,2.8903
34.22,-118.57,4.1359
39.27,-120.04,4.1364
36.34,-119.29,1.2634
34.43,-119.83,2.1417
34.03,-118.13,3.0212
33.81,-117.94,3.256
34.11,-118.25,3.015
34.13,-118.18,7.9213
36.7,-121.54,3.525
37.07,-120.87,3.6331
36.77,-119.77,1.2176
33.9,-118.31,3.4792
37.76,-120.86,3.0917
33.94,-117.94,2.2156
39.32,-123.11,3.3431
37.81,-122.29,2.483
35.62,-120.67,3.8661
34.28,-118.7,4.4964
33.97,-118.16,2.3068
34.14,-117.24,3.016
33.04,-117.29,4.7333
33.86,-117.78,6.1504
35.99,-119.28,1.7372
32.86,-116.84,3.2516
37.3,-121.87,2.3293
40.88,-121.65,3.0179
38.37,-122.8,4.1731
36.84,-120.69,2.2083
33.98,-118.25,1.7929
36.98,-120.05,2.5288
32.72,-117.04,4.0813
37.43,-122.24,7.652
34.15,-118.47,8.2269
37.08,-120.79,2.9063
32.74,-117.25,2.9904
37.24,-121.78,6.0062
33.65,-117.97,5.3674
35.04,-118.15,2.16
32.82,-117.27,4.1793
37.67,-122.45,4.7813
33.11,-117.11,2.2875
33.78,-118.08,5.5767
38.04,-120.25,2.5562
33.98,-118.27,2.125
33.84,-118.09,4.54
38.27,-122.03,2.7284
36.98,-122.01,2.5954
37.77,-122.28,2.9688
34.11,-118.31,5.8659
33.99,-118.43,4.875
36.34,-119.29,2.0227
40.17,-120.94,2.2132
33.2,-117.24,2.5119
37.78,-122.42,0.8543
33.76,-117.99,3.369
37.67,-122.04,6.0501
34.21,-119.18,3.8625
34.96,-120.44,1.899
40.8,-124.17,1.8529
34.07,-117.85,11.1077
32.64,-117.0,4.9792
34.05,-117.27,3.1607
33.95,-118.24,1.35
34.04,-117.31,3.39
37.71,-122.42,3.6827
37.79,-122.2,2.619
34.1,-118.33,2.0888
34.18,-118.34,3.8668
34.15,-118.12,2.1763
37.81,-122.25,2.4912
37.6,-122.49,4.0795
38.04,-122.15,2.6466
37.82,-121.23,4.6821
38.46,-121.48,4.0516
34.03,-118.41,5.1637
34.03,-118.36,2.1078
33.92,-118.27,1.9185
37.78,-122.47,3.1989
33.79,-118.39,10.898
36.21,-119.36,2.4032
37.99,-121.83,4.7566
37.86,-122.0,10.7372
40.6,-122.33,3.8103
36.64,-119.59,3.0521
38.42,-120.72,3.0465
37.41,-122.08,4.6875
36.69,-121.62,2.2667
34.02,-118.33,3.5
38.12,-122.23,4.2308
37.96,-122.03,2.1083
33.84,-118.29,5.061
34.23,-119.06,5.2742
33.74,-117.91,2.9926
37.58,-122.33,2.7474
33.9,-117.82,7.5744
34.14,-118.23,2.9167
33.97,-118.46,3.8698
34.96,-120.43,1.0349
37.73,-122.15,2.8355
34.16,-118.36,5.1423
38.97,-121.31,2.7083
34.49,-117.27,4.7361
33.78,-118.01,5.9357
37.89,-122.12,4.125
37.4,-122.22,15.0001
37.91,-122.28,7.3089
36.59,-121.93,5.0621
37.96,-122.34,2.1991
37.81,-121.19,2.7321
36.73,-119.67,4.9196
36.75,-119.8,1.7298
33.86,-118.19,2.7045
37.79,-122.45,1.4804
37.77,-122.27,4.1667
34.08,-117.88,2.7763
37.4,-122.01,3.1439
38.12,-122.27,2.7375
38.02,-121.92,4.2067
33.97,-118.26,1.5326
37.4,-122.0,3.6619
34.06,-118.4,4.1455
33.61,-117.91,4.8
37.8,-122.43,4.5399
38.1,-122.25,2.5042
33.67,-117.38,3.375
33.62,-117.74,3.4706
34.07,-117.79,3.7583
34.06,-118.18,0.8941
37.8,-122.24,2.1563
34.29,-119.17,5.2953
36.81,-119.87,4.6726
38.44,-122.7,3.2935
37.44,-122.15,6.1655
34.17,-118.37,2.3784
38.54,-121.5,3.7344
33.53,-117.65,10.49
38.13,-121.26,2.0875
32.81,-116.95,3.1106
37.98,-122.49,6.4271
38.54,-122.79,3.7768
34.45,-119.29,2.6893
37.65,-120.96,2.4485
36.57,-119.6,1.8333
34.07,-117.66,2.587
38.02,-121.87,2.7083
37.88,-122.14,6.2275
33.72,-116.26,3.1086
38.37,-122.39,6.8
33.84,-118.1,4.7222
33.74,-117.87,2.7632
34.15,-118.47,4.642
38.01,-121.77,3.9861
36.74,-119.78,2.5045
36.56,-119.38,2.6906
36.59,-119.73,3.3438
33.79,-116.89,2.0577
37.93,-122.05,4.45
33.01,-117.07,3.1187
37.79,-121.97,6.7857
37.78,-122.43,1.077
33.84,-118.3,4.9196
38.26,-121.32,4.1179
32.73,-117.13,2.1513
33.62,-117.72,3.1679
34.24,-117.07,3.9375
34.08,-117.68,3.0978
37.35,-122.15,12.9792
33.79,-118.27,2.1447
32.81,-117.18,3.1032
34.04,-118.46,3.6976
37.38,-120.71,2.6923
34.19,-119.23,6.4522
34.13,-118.19,3.1287
33.86,-118.11,5.3889
38.12,-121.27,2.5587
34.22,-118.63,6.5146
38.68,-121.17,3.0
38.61,-121.31,6.6238
34.06,-117.78,2.4464
34.04,-118.13,4.3646
32.75,-117.05,2.7014
33.68,-116.95,4.4792
34.12,-118.13,10.7397
38.25,-120.34,2.9821
34.87,-120.41,4.9028
32.8,-117.16,2.5
33.56,-117.79,7.866
37.65,-120.98,7.3841
38.64,-121.28,3.6298
36.8,-119.81,6.1575
37.11,-120.26,1.2794
34.23,-118.4,4.1181
32.79,-117.2,4.7788
36.54,-121.82,5.5469
34.1,-117.44,2.075
34.28,-118.88,4.0474
33.88,-118.3,3.7375
34.09,-118.36,2.5812
32.72,-116.99,4.775
38.31,-122.3,3.455
41.41,-122.39,1.7448
37.72,-121.92,5.347
33.87,-117.99,3.1205
33.97,-118.03,4.8152
37.37,-122.22,5.1831
35.35,-119.08,7.1837
32.79,-117.25,2.375
32.82,-116.92,5.0118
34.21,-118.52,5.1265
34.22,-119.19,3.125
37.38,-122.02,3.2574
38.71,-121.32,4.5245
37.8,-121.29,3.7292
33.96,-117.41,3.864
34.14,-118.11,6.0948
34.05,-117.7,4.7357
34.19,-114.31,1.4936
37.34,-121.94,5.0175
33.81,-117.84,4.0324
36.97,-122.05,3.6797
34.02,-118.12,3.0529
34.01,-117.83,5.0111
37.91,-122.29,5.1691
33.62,-116.96,4.2917
37.74,-121.92,12.5915
34.22,-118.39,3.695
38.03,-120.28,3.6838
34.09,-118.32,1.879
34.08,-118.38,3.3989
33.61,-117.89,6.3017
38.99,-122.83,1.6833
33.93,-118.26,1.1326
33.49,-117.73,10.3983
34.09,-118.16,2.375
33.82,-114.98,3.2097
34.03,-118.34,1.6581
34.22,-118.18,5.9845
37.54,-122.26,9.1415
34.06,-118.35,5.3819
37.59,-122.07,4.6211
34.47,-117.54,3.2277
37.61,-122.08,5.0406
33.81,-118.31,4.3056
33.84,-117.91,2.9583
33.92,-118.22,1.9957
34.4,-119.63,6.0069
33.91,-118.14,4.475
34.05,-118.28,1.3
37.3,-120.5,1.76
34.16,-118.25,3.9054
38.56,-122.05,5.678999999999999
41.21,-122.34,2.0375
36.13,-119.13,2.0586
37.69,-122.08,3.3021
37.0,-121.79,4.8021
33.87,-117.87,4.6563
37.31,-122.03,3.375
34.02,-118.15,2.7022
36.87,-119.75,5.0941
38.59,-121.29,3.6563
38.56,-121.51,1.0649
37.8,-122.4,4.2015
32.98,-117.24,7.6348
38.67,-120.81,3.0565
38.51,-121.44,2.214
33.98,-118.36,2.7712
33.88,-118.32,5.5538
33.67,-117.99,4.625
38.64,-121.3,4.0833
34.18,-118.21,12.1579
35.42,-119.08,5.5261
34.05,-118.24,0.8288
34.04,-118.46,3.1235
33.65,-117.96,7.8453
34.1,-118.17,3.1146
33.79,-118.1,5.1805
33.76,-117.4,4.4875
33.75,-117.92,3.0625
34.18,-118.38,3.0061
33.54,-117.67,4.7981
32.89,-117.21,3.3176
33.85,-118.13,3.55
36.93,-121.67,2.1875
33.75,-117.83,3.4152
33.76,-118.0,3.0263
37.39,-122.33,6.2263
34.76,-118.28,4.7875
37.77,-122.23,3.3214
38.4,-122.84,3.6696
34.5,-118.26,4.7778
33.91,-118.35,3.5234
37.23,-121.81,6.4664
38.26,-122.01,4.5987
37.78,-122.46,2.9293
37.85,-122.23,6.3434
34.1,-118.27,6.4459
34.06,-117.65,2.25
32.75,-117.1,1.6444
36.83,-119.78,4.2153
33.96,-118.23,1.6597
33.78,-118.05,6.0
37.34,-121.95,3.1702
34.12,-118.25,2.4856
37.09,-119.65,3.55
33.85,-118.04,7.5057
37.64,-120.97,2.0833
38.32,-121.98,10.2264
34.04,-118.49,4.8125
35.6,-119.33,1.4619
34.23,-118.58,4.1023
37.82,-122.26,0.9506
33.8,-117.77,9.8074
37.85,-122.27,2.2841
36.3,-119.79,4.3438
32.81,-117.15,3.1458
37.79,-122.19,2.9844
40.61,-122.45,2.3289
33.64,-117.35,2.5395
35.42,-119.07,2.6812
33.8,-118.34,5.0951
37.21,-121.89,8.4262
35.24,-119.01,3.125
37.39,-121.9,1.7361
38.65,-121.42,2.0980000000000003
37.33,-121.79,6.6633
34.09,-118.3,2.0307
34.26,-119.17,6.1885
39.75,-121.82,3.0253
33.74,-117.88,3.1691
40.92,-121.63,2.2337
32.74,-117.15,3.0259
33.83,-118.27,3.1667
34.03,-118.17,2.2902
38.54,-121.42,2.925
35.32,-118.95,3.2738
34.12,-117.33,2.0391
33.74,-117.85,2.1992
37.94,-121.31,1.9531
37.39,-121.95,5.4228
33.88,-118.41,7.0842
33.62,-117.7,3.7361
34.07,-118.2,1.9937
37.32,-121.84,4.3419
34.11,-118.18,2.3984
35.55,-117.68,5.5551
37.36,-122.01,6.6329
34.07,-118.09,3.175
37.36,-121.99,4.6761
33.89,-117.85,5.9639
33.82,-117.96,3.63
34.05,-118.43,3.9673
32.8,-116.8,6.1481
32.9,-117.04,9.2858
36.59,-119.45,1.6875
37.81,-120.9,3.7031
37.38,-121.84,3.5625
34.06,-118.19,2.3125
38.6,-121.28,3.1654
37.74,-122.43,5.3292
33.04,-117.27,3.55
37.67,-121.78,5.2649
32.76,-117.07,2.3886
38.57,-121.45,3.5313
33.89,-118.36,3.1325
33.93,-118.15,3.7614
38.67,-121.08,6.843999999999999
38.43,-122.74,3.0341
37.75,-122.17,1.4375
37.44,-121.97,4.5179
37.8,-122.2,4.7721
34.07,-117.75,1.6006
36.16,-119.35,2.3882
36.23,-119.25,3.4306
34.37,-118.54,7.6059
39.12,-121.39,2.0943
36.75,-120.38,1.9056
39.16,-121.62,2.4556
39.42,-122.89,0.4999
37.75,-122.24,4.8711
36.32,-121.26,2.3
33.65,-117.65,5.5779
33.81,-118.21,3.3214
37.31,-122.01,6.3702
37.74,-122.41,4.1552
34.24,-118.28,5.6184
34.2,-118.58,5.015
33.88,-118.18,4.7361
32.87,-115.49,3.3583
37.36,-118.4,1.9722
34.25,-118.41,3.2284
38.5,-122.79,3.75
34.27,-118.55,8.1356
33.73,-117.89,3.0824
35.37,-120.89,1.65
37.99,-121.29,1.6944
33.95,-117.39,3.7109
34.27,-118.77,2.7137
37.64,-120.99,2.7538
33.91,-118.24,1.7158
37.63,-122.06,3.8625
33.88,-117.87,3.5667
38.23,-122.64,3.0769
33.78,-118.16,1.6955
33.77,-118.16,2.875
37.65,-122.41,3.5039
36.31,-119.29,3.0972
33.7,-117.9,4.5757
34.14,-118.82,6.9935
38.62,-121.42,2.0786
33.92,-117.5,4.55
33.81,-118.27,3.9286
37.73,-122.4,3.4472
37.45,-122.18,4.0
35.39,-119.02,1.3527
33.82,-117.96,3.707
33.63,-117.65,8.4471
33.96,-118.22,2.5966
37.78,-122.44,3.1607
39.28,-121.64,1.8095
33.77,-118.19,1.6178
33.94,-117.41,2.4435
34.15,-117.3,2.4107
34.2,-118.59,5.2149
38.68,-122.27,3.1563
34.14,-117.28,2.3947
33.91,-118.09,3.7969
37.33,-121.94,3.6818
34.15,-118.4,5.0754
32.97,-115.53,1.5217
39.43,-121.52,2.3566
38.09,-122.56,4.1705
34.03,-118.31,2.8295
33.92,-118.28,1.5114
34.19,-118.66,7.642
33.85,-118.2,2.4844
33.72,-117.76,4.3636
33.71,-118.29,3.7596
37.83,-122.03,9.8708
33.75,-117.86,3.5972
37.63,-122.43,3.5214
33.97,-117.83,7.0329
37.39,-118.6,3.2132
37.71,-122.41,3.4773
32.8,-117.18,5.5454
33.34,-117.19,6.1009
32.77,-117.25,3.18
34.21,-118.51,4.7
37.61,-122.47,5.4364
33.18,-117.22,3.3444
34.06,-117.33,1.0469
34.0,-118.27,1.852
37.78,-122.46,5.2806
36.47,-119.37,2.3438
33.99,-117.43,4.566
33.93,-118.15,3.3411
37.76,-122.41,3.0865
33.94,-118.23,2.1607
34.21,-118.62,6.1074
33.93,-117.93,2.8
36.77,-119.82,2.9081
35.38,-118.98,0.8639
33.92,-117.94,4.6696
33.85,-118.36,6.1133
33.86,-118.36,5.7422
37.34,-122.07,10.1007
34.15,-117.4,4.7909
33.72,-118.29,3.1932
37.8,-122.25,2.2303
37.72,-122.15,3.375
34.49,-117.17,2.0136
37.81,-122.41,1.8981
38.45,-122.76,3.6292
34.52,-116.73,1.0568
33.99,-118.29,1.9375
38.03,-122.7,4.1379
37.75,-121.94,6.2781
33.95,-118.19,3.2768
33.87,-118.31,4.7543
33.73,-117.91,4.7639
39.22,-121.24,2.2917
38.43,-120.79,3.9107
34.63,-120.2,4.4519
33.99,-117.38,2.7054
34.02,-118.47,2.0745
37.52,-120.84,3.7065
38.61,-121.36,5.0492
33.07,-117.3,6.4247
33.93,-118.34,2.8304
34.07,-118.86,8.0144
36.15,-120.37,4.381
37.97,-122.54,5.6263
37.32,-120.49,3.0263
37.73,-122.46,7.8476
33.66,-117.84,4.5833
33.99,-116.79,1.4688
37.41,-122.09,2.8203
32.96,-117.21,8.4355
33.77,-118.17,2.2808
38.58,-121.44,3.0208
39.15,-121.68,4.3833
40.52,-122.37,3.7896
36.71,-119.78,1.3587
38.94,-119.93,2.4917
37.76,-122.17,1.8426
34.04,-118.41,10.9805
32.99,-117.06,6.2683
34.29,-118.43,3.1212
38.68,-121.28,2.6016
39.51,-121.55,0.8024
37.04,-121.93,5.8642
37.73,-120.86,3.1136
34.26,-118.3,4.1964
37.73,-121.43,2.9955
38.62,-121.39,1.8176
37.97,-121.26,3.0352
35.12,-118.01,3.3889
36.68,-121.63,2.1766
33.88,-118.29,3.3281
37.75,-122.43,3.5114
37.91,-122.5,5.4851
38.5,-122.94,2.6316
34.04,-118.16,1.3971
33.72,-117.76,7.9739
34.1,-118.39,8.943999999999999
37.61,-122.41,5.7398
36.07,-119.03,2.4167
34.22,-118.54,3.6187
34.08,-117.37,2.9554
38.34,-122.69,3.2857
38.54,-121.43,3.15
33.78,-117.88,3.5972
38.67,-121.27,3.8906
37.06,-122.07,3.8625
33.87,-117.95,4.285
36.98,-122.06,4.2254
37.73,-122.19,2.1538
33.88,-118.07,5.747999999999999
33.94,-118.28,1.5714
33.74,-118.29,2.2188
34.12,-118.07,4.1136
33.96,-118.24,1.7778
36.33,-119.61,3.0139
